OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
2663204,04092013546,Mojoe's Burger Joint,620 GLENWOOD AVE,,RALEIGH,NC,27603-1224,(919) 832-6799,2002/03/27 04:00:00+00,Restaurant,7337,-78.64692492,35.78849622,M
2663205,04092013568,Bob Evan's #427,8001 BRIER CREEK Pky,,RALEIGH,NC,27617-7596,(919) 806-3396,2002/04/17 04:00:00+00,Restaurant,7343,-78.78163087,35.91093015,M
2663206,04092020817,"Lowes Foods # 162 Meat, Seafood, and Sausages",6430 TRYON RD ,,CARY,NC,27511-7050,(919) 859-9335,1997/09/11 04:00:00+00,Food Stand,7372,-78.7615544,35.74559939,M
2663207,04092011879,El Dorado #8,8111 CREEDMOOR RD ,ste.161,RALEIGH,NC,27613-4389,(919) 848-0788,1996/05/31 04:00:00+00,Restaurant,7388,-78.68248786,35.89850336,M
2663208,04092011929,Las Margaritas,111 S WHITE ST,,WAKE FOREST,NC,27587-2739,(919) 556-8319,1996/09/13 04:00:00+00,Restaurant,7413,-78.50924596,35.9788861,M
2663209,04092011278,Hardees #1638,403 S Main St ,,ROLESVILLE,NC,27571-9664,(919) 554-2720,1993/05/07 04:00:00+00,Restaurant,7417,-78.46490482,35.91816232,M
2663210,04092021136,Lowes Foods #189 Seafood ,3001 Widewaters Pky ,,KNIGHTDALE,NC,27545,(919) 217-9184,2002/08/28 04:00:00+00,Food Stand,7450,-78.50515596,35.79511678,M
2663211,04092013640,Lowes Foods #187 Deli,12524 Capital BLVD ,,WAKE FOREST,NC,27587-7487,(919) 562-5020,2002/08/09 04:00:00+00,Restaurant,7451,-78.53270438,35.98593613,M
2663212,04092013650,Lowes Foods #189 Deli ,3001 Widewaters Pky ,,KNIGHTDALE,NC,27545,(919) 217-9184,2002/08/28 04:00:00+00,Restaurant,7452,-78.50515596,35.79511678,M
2663213,04092021148,Papa John's,1238 W WILLIAMS ST ,,APEX,NC,27502-3953,(919) 303-9100,2002/09/25 04:00:00+00,Food Stand,7457,-78.87260887,35.74617982,M
2663214,04092013613,Backyard Burgers #1130,13250 Strickland RD ,,RALEIGH,NC,27613,(919) 847-7098,2002/07/10 04:00:00+00,Restaurant,7473,-78.72644553,35.90762735,M
2663215,04092013637,Tacos Mexico Restaurant,209 E Williams ST ,,APEX,NC,27502,(919) 362-8074,2002/08/12 04:00:00+00,Restaurant,7477,-78.85166433,35.72667689,M
2663216,04092013705,UDUPI Cafe,590 E Chatham St ,,CARY,NC,27511,(919) 465-0898,2002/10/29 04:00:00+00,Restaurant,7495,-78.76832214,35.79037457,M
2663217,04092016372,ORCHID JAPANESE RESTAURANT,7432 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 890-5345,2013/02/13 05:00:00+00,Restaurant,7504,-78.67820041,35.88787167,M
2663218,04092018900,Starbuck's #65867,7860 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(984) 292-1179,2022/07/01 04:00:00+00,Restaurant,7505,-78.69788417,35.66728362,M
2663219,04092017608,MARISCOS NAYARIT,3351 CYPRESS PLANTATION TRL ,,RALEIGH,NC,27616,(919) 977-0168,2017/05/23 04:00:00+00,Restaurant,7506,-78.58237548,35.87315637,M
2663220,04092300210,International Foods,2215 New Hope Church Rd,,RALEIGH,NC,27604-1600,,2002/09/19 04:00:00+00,Meat Market,7512,-78.60062749,35.83624718,M
2663221,04092300211,BJ's Membership Club Meat Mkt,255 Shenstone Blv ,,GARNER,NC,27529,(919) 661-3781,2002/10/25 04:00:00+00,Meat Market,7557,-78.58054205,35.69110315,M
2663222,04092300094,Harris Teeter #21 Meat Market,500 OBERLIN RD ,,RALEIGH,NC,27605-1327,(919) 828-9216,1994/11/01 04:00:00+00,Meat Market,7567,-78.66105804,35.79149603,M
2663223,04092110088,Willow Spring Elem.Cafet.,6800 DWIGHT ROWLAND RD,,WILLOW SPRING,NC,27592-9342,(919) 557-2957,1992/08/06 04:00:00+00,Public School Lunchrooms,7572,-78.72847454,35.59342877,M
2663224,04092020607,DOMINOS PIZZA #8940,1368 N MAIN ST ,,FUQUAY VARINA,NC,27526-2617,(919) 557-5551,1994/05/20 04:00:00+00,Food Stand,7579,-78.77533261,35.59075123,M
2663225,04092160004,Litchford Falls Healthcare Kitchen,8200 Litchford Rd,,RALEIGH,NC,27615,(919) 878-7772,2003/04/07 04:00:00+00,Institutional Food Service,7592,-78.60167943,35.89047655,M
2663226,04092013767,Bojangles # 31,10610 Durant Rd ,,RALEIGH,NC,27614,(919) 870-8002,2003/02/18 05:00:00+00,Restaurant,7598,-78.59121781,35.90586931,M
2663227,04092013239,Global Village Organic Coffee,2428 HILLSBOROUGH ST ,,RALEIGH,NC,27607-7248,(919) 828-4567,2000/11/22 05:00:00+00,Restaurant,7617,-78.66770199,35.78790613,M
2663228,04092013321,Legislative Office Bldg. Snack Bar,300 N Salisbury St ,,RALEIGH,NC,27603-5925,(919) 715-6409,2001/04/30 04:00:00+00,Restaurant,7621,-78.63881833,35.78561791,M
2663229,04092160022,Spring Arbor Of Apex Foodservice,901 Spring Arbor Ct,,APEX,NC,27502,(919) 303-9997,2003/06/30 04:00:00+00,Institutional Food Service,7639,-78.8646915,35.73535765,M
2663230,04092160025,Wellington Nursing Center Kitchen,1000 Tandal Pl,,KNIGHTDALE,NC,27545,(919) 266-7744,2003/06/29 04:00:00+00,Institutional Food Service,7640,-78.50919721,35.7933865,M
2663231,04092012198,Windsor Point Restaurant,1221 BROAD ST,,FUQUAY VARINA,NC,27526-3602,(919) 552-4580,1998/02/27 05:00:00+00,Restaurant,7614,-78.80163084,35.59974785,T
2663232,04092021201,Middle Creek Park,151 Middle Creek Park AVE ,,APEX,NC,27502,(919) 427-9891,2003/06/23 04:00:00+00,Food Stand,7648,-78.76496342,35.66722008,M
2663233,04092160026,Holly Hill Hospital Kitchen,3019 Falstaff Rd,,RALEIGH,NC,27610,(919) 250-7000,2003/06/28 04:00:00+00,Institutional Food Service,7651,-78.58396978,35.78299281,M
2663234,04092013049,PNC 112 (Mexican),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,1999/10/28 04:00:00+00,Restaurant,7665,-78.7229363,35.8032419,M
2663235,04092013834,Smithfield Chicken & Bar-B-Que,12504 Capital BLVD ,,WAKE FOREST,NC,27587,(919) 488-8388,2003/07/10 04:00:00+00,Restaurant,7670,-78.53382266,35.98666565,M
2663236,04092021203,Lowes Foods #207 Produce,112 Bass Lake Rd,,HOLLY SPRINGS,NC,27540,(919) 577-6971,2003/07/10 04:00:00+00,Food Stand,7671,-78.82480349,35.65381034,M
2663237,04092160041,Rex Nursing Care Of Apex Food Service,911 S Hughes St ,,APEX,NC,27502,(919) 363-6011,2003/06/17 04:00:00+00,Institutional Food Service,7678,-78.84777032,35.71882243,M
2663238,04092021202,Lowes Foods #207 Deli,112 Bass Lake Rd,,HOLLY SPRINGS,NC,27540,(919) 577-6971,2003/07/10 04:00:00+00,Food Stand,7682,-78.82480349,35.65381034,M
2663239,04092021204,Lowes Foods #207 Meats & Seafood,112 Bass Lake Rd ,,HOLLY SPRINGS,NC,27540,(919) 577-6971,2003/07/10 04:00:00+00,Food Stand,7683,-78.82480349,35.65381034,M
2663240,04092013876,Bass Lake Draft House,124 Bass Lake Rd ,,HOLLY SPRINGS,NC,27540,(919) 567-3251,2002/08/20 04:00:00+00,Restaurant,7722,-78.82480349,35.65381034,M
2663241,04092013864,Moe's Southwest Grill,6679 Falls Of Neuse RD ,,RALEIGH,NC,27615,(919) 846-9274,2003/07/29 04:00:00+00,Restaurant,7726,-78.62444941,35.87396756,M
2663242,04092021216,Super Target Store T1826 (Deli),7900 Old Wake Forest Rd,,RALEIGH,NC,27616,(919) 790-1024,2003/09/03 04:00:00+00,Food Stand,7729,-78.56814184,35.8662603,M
2663243,04092013885,Rudino's Parkside,4022 Village Park Dr ,,KNIGHTDALE,NC,27545,(919) 261-0143,2003/08/29 04:00:00+00,Restaurant,7730,-78.49683785,35.79808616,M
2663244,04092110141,Salem Middle School Cafeteria,6150 Old Jenks Rd ,,APEX,NC,27523,(919) 363-1870 ext. 21566,2003/07/30 04:00:00+00,Public School Lunchrooms,7733,-78.84900432,35.7582847,M
2663245,04092160044,Lawndale Manor Assisted Living Kitchen,601 Lakeside Dr ,,GARNER,NC,27529,(919) 662-0099,2003/06/30 04:00:00+00,Institutional Food Service,7745,-78.61470822,35.69780106,M
2663246,04092021229,Dominos Pizza #4493,143-B S White St ,,WAKE FOREST,NC,27587,(919) 554-1155,2003/10/06 04:00:00+00,Food Stand,7749,-78.50962666,35.97823445,M
2663247,04092013935,PAPA JOHN'S ,238 Grande Heights Dr ,,CARY,NC,27511,(919) 462-1441,2003/11/13 05:00:00+00,Restaurant,7775,-78.78057473,35.80470311,M
2663248,04092020943,Whole Foods Market Seafood Shop,102  New Waverly Place ,#B,CARY,NC,27511,(919) 816-8830,2000/05/09 04:00:00+00,Food Stand,7763,-78.77839779,35.73666391,M
2663249,04092110108,Timber Drive Elementary Cafeteria,1601 TIMBER DR,,GARNER,NC,27529-4778,(919) 773-9515 ext. 21307,1997/06/30 04:00:00+00,Public School Lunchrooms,7781,-78.63688638,35.6898519,M
2663250,04092020944,Whole Foods Market Produce Shop,102  New Waverly Place ,#B,CARY,NC,27511,(919) 816-8830,2000/05/09 04:00:00+00,Food Stand,7764,-78.77839779,35.73666391,M
2663251,04092021223,Food Lion #1358 Deli,1121 Falls River Ave ,,RALEIGH,NC,27614,(919) 847-1640,2003/09/29 04:00:00+00,Food Stand,7794,-78.58940896,35.90603425,M
2663252,04092013886,Wasabi,"107 Edinburgh South, St 135 ",,CARY,NC,27511,(919) 460-7980,2003/08/28 04:00:00+00,Restaurant,7789,-78.80054914,35.73762567,M
2663253,04092013187,El Dorado Restaurant,1303 5TH AVE,,GARNER,NC,27529-3637,(919) 779-1411,2000/08/09 04:00:00+00,Restaurant,7801,-78.62278736,35.70820906,M
2663254,04092020969,Food Lion #40 Deli ,980 KILDAIRE FARM RD ,,CARY,NC,27511-3923,(919) 467-4168,2000/07/01 04:00:00+00,Food Stand,7805,-78.78312573,35.77217563,M
2663255,04092110124,Middle Creek Elem. Sch. Cafeteria,110 MIDDLE CREEK PARK AVE ,,APEX,NC,27539-7982,(919) 773-9570,2000/08/23 04:00:00+00,Public School Lunchrooms,7806,-78.75946583,35.67025019,M
2663256,04092013020,La Farm Bakery,4248 NW CARY PKY ,,CARY,NC,27513-8478,(919) 657-0657,1999/10/13 04:00:00+00,Restaurant,7834,-78.82751464,35.79057556,M
2663257,04092013236,Reale,2805 Highwoods Blv ,,RALEIGH,NC,27604-1002,(919) 872-3500,2000/11/27 05:00:00+00,Restaurant,7839,-78.60147759,35.81782808,M
2663258,04092300121,Sam's Club #6570 Meat Market,3001 Calvary DR ,,RALEIGH,NC,27604-2801,(919) 874-0112,1998/05/14 04:00:00+00,Meat Market,7859,-78.58500406,35.84648464,M
2663259,04092013238,Los Tres Magueyes # 4,12400 WAKE UNION CHURCH RD ,SUITE 101,WAKE FOREST,NC,27587-4509,(919) 554-2554,2000/11/21 05:00:00+00,Restaurant,7862,-78.53896866,35.98314808,M
2663260,04092012252,Jacks Seafood Restaurant,1516 NEW BERN AVE ,,RALEIGH,NC,27610-2536,(919) 755-1551,1998/06/02 04:00:00+00,Restaurant,7881,-78.61632038,35.7797367,M
2663261,04092013029,PNC CLUB KITCHEN,1400 EDWARDS MILL RD,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,1999/10/28 04:00:00+00,Restaurant,7895,-78.7229363,35.8032419,M
2663262,04092110538,Wiley Elementary School Cafe,301 ST MARYS ST,,RALEIGH,NC,27605-1731,(919) 856-7723,2020/01/27 05:00:00+00,Public School Lunchrooms,7905,-78.65174724,35.78471702,M
2663263,04092014006,Subway #28785,10450-101 Durant Rd,,RALEIGH,NC,27614,(919) 844-1207,2004/03/25 04:00:00+00,Restaurant,7878,-78.58917492,35.90487993,M
2663264,04092014045,Chinatown Express,5800 Duraleigh Rd ,,RALEIGH,NC,27612,,2004/04/28 04:00:00+00,Restaurant,7915,-78.7119026,35.85735834,M
2663265,04092012858,Wang's Kitchen,3416 POOLE RD ,,RALEIGH,NC,27610-2918,(919) 250-0902,1999/01/19 05:00:00+00,Restaurant,7924,-78.57953261,35.76724571,M
2663266,04092021781,Catering Concepts,2411 E MILLBROOK RD ,#106,RALEIGH,NC,27604,(919) 669-8889,2014/01/31 05:00:00+00,Food Stand,7935,-78.59474383,35.84867059,M
2663267,04092016574,ZAXBY'S #44901,101 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 762-0432,2013/11/21 05:00:00+00,Restaurant,7936,-78.85029671,35.6590441,M
2663268,04092017487,JOHNNY'S PIZZA,96 CORNERSTONE DR ,,CARY,NC,27519,(919) 460-5566,2016/12/02 05:00:00+00,Restaurant,7939,-78.85232757,35.79108879,M
2663269,04092016949,TAVERNA AGORA,326 HILLSBOROUGH ST ,,RALEIGH,NC,27603,(919) 881-8333,2015/06/08 04:00:00+00,Restaurant,7941,-78.64443499,35.78101375,M
2663270,04092030562,GoldenKdog (WCID #859),903 N Smithfield RD ,,KNIGHTDALE,NC,27545,(919) 600-8677,2022/02/22 05:00:00+00,Mobile Food Units,7942,-78.48796476,35.79576936,M
2663271,04092013047,Wake Forest BP Restaurant,103 N WHITE ST,,WAKE FOREST,NC,27587-2645,(919) 554-2294,1999/11/17 05:00:00+00,Restaurant,7944,-78.5093452,35.97984339,M
2663272,04092012890,High Park Bar and Grill,625 E WHITAKER MILL RD,,RALEIGH,NC,27608-2635,(919) 833-4527,1999/03/17 04:00:00+00,Restaurant,7960,-78.63053647,35.8074913,M
2663273,04092018315,Irregardless cafe,901 W MORGAN ST ,,RALEIGH,NC,27603-1511,(919) 833-8898,2020/02/06 05:00:00+00,Restaurant,7972,-78.65603068,35.78118378,M
2663274,04092017485,CITY MARKET SUSHI,315 BLAKE ST ,,RALEIGH,NC,27601,(919) 322-1987,2016/12/01 05:00:00+00,Restaurant,7973,-78.63561219,35.77622916,M
2663275,04092017483,ZAXBY'S #60701,20 EAGLE WING WAY ,,GARNER,NC,27529,(919) 773-0061,2016/11/28 05:00:00+00,Restaurant,7974,-78.58765235,35.69782164,M
2663276,04092017026,N. C. BAGEL CAFE & DELI,3108 GRACE PARK DR ,,MORRISVILLE,NC,27560,(919) 469-2777,2015/12/19 05:00:00+00,Restaurant,7975,-78.84652326,35.82111262,M
2663277,04092020941,Papa John's #1579,14460 New Falls of Neuse Rd,Ste 115,RALEIGH,NC,27614-8227,(919) 488-7272,2000/04/28 04:00:00+00,Food Stand,7996,-78.54362008,35.94386602,M
2663278,04092013082,1853 Grille,1025 BLUE RIDGE RD ,,RALEIGH,NC,27607-3902,(919) 524-2401,1999/11/01 04:00:00+00,Restaurant,7999,-78.71510697,35.79630808,M
2663279,04092014028,King Chef,4644 Capital BLVD ,,RALEIGH,NC,27604,(919) 876-5859,2004/04/19 04:00:00+00,Restaurant,8017,-78.57926249,35.84833828,M
2663280,04092013006,Bojangles,2620 Atlantic Ave,,RALEIGH,NC,27604-1502,(919) 546-9701,1999/09/08 04:00:00+00,Restaurant,8035,-78.61499718,35.81836916,M
2663281,04092017477,HARRIS TEETER #283 STARBUCKS,8101 FAYETTEVILLE RD ,,FUQUAY VARINA,NC,27526,(919) 772-0241,2016/12/09 05:00:00+00,Restaurant,7979,0,0,U
2663282,04092015577,AMEDEO'S,3905 WESTERN  BLVD ,,RALEIGH,NC,27606,,2010/03/04 05:00:00+00,Restaurant,8048,-78.69045749,35.78405439,M
2663283,04092013128,El Rodeo Restaurant,329 S BLOUNT ST,,RALEIGH,NC,27601-1803,(919) 829-0777,2000/03/22 04:00:00+00,Restaurant,8058,-78.63625044,35.77567974,M
2663284,04092020904,Variety Pickup Food Stand-Hwy 97,2727 Nc 97 Hwy ,,WENDELL,NC,27591,(919) 365-7419,1999/09/28 04:00:00+00,Food Stand,8081,-78.38095557,35.81489293,M
2663285,04092050015,Cary Academy Cafeteria,1500 N HARRISON AVE ,,CARY,NC,27513-5549,(919) 228-4696,1997/09/15 04:00:00+00,Private School Lunchrooms,8086,-78.76821342,35.81996762,M
2663286,04092014126,Ruth's Chris Steakhouse,2010 Rennaisance Park PL ,,CARY,NC,27513,(919) 677-0033,2004/08/17 04:00:00+00,Restaurant,8092,-78.77115656,35.82699882,M
2663287,04092013632,River Ridge Golf Club,3224 Auburn-Knightdale Rd RD ,,RALEIGH,NC,27610,(919) 661-8374,2002/07/11 04:00:00+00,Restaurant,8100,-78.52542842,35.7282959,M
2663288,04092011561,Boston Market,9500 STRICKLAND RD,,RALEIGH,NC,27615-1935,(919) 676-7609,1994/09/22 04:00:00+00,Restaurant,8115,-78.65420911,35.90168214,M
2663289,04092016935,TACO BELL #30930,1125 US-70 ,,GARNER,NC,27529,(919) 803-4328,2015/05/21 04:00:00+00,Restaurant,8046,0,0,U
2663290,04092110118,Wakefield Middle Cafeteria,2300 Wakefield Pines Dr,,RALEIGH,NC,27614,(919) 562-3530,1999/08/11 04:00:00+00,Public School Lunchrooms,8117,-78.57023779,35.94593622,M
2663291,04092110120,Wildwood Forest Elem. Sch. Cafeteria,8401 Wildwood Forest Dr ,,RALEIGH,NC,27616-5700,(919) 713-0600 ext. 24271,1999/08/13 04:00:00+00,Public School Lunchrooms,8118,-78.55112468,35.89352252,M
2663292,04092017729,Whole Foods Market #10611 Produce,5055 Arco ST ,,CARY,NC,27519,(984) 228-0300,2017/11/03 04:00:00+00,Restaurant,8144,-78.88191924,35.83347908,M
2663293,04092014071,Wang's Kitchen,1030-109 N Rogers Ln ,,RALEIGH,NC,27610,(919) 792-0788,2004/06/18 04:00:00+00,Restaurant,8062,-78.54967347,35.79198567,M
2663294,04092014199,Starbucks,7854 Alexander Promenade PL ,,RALEIGH,NC,27617,(919) 957-9587,2004/12/02 05:00:00+00,Restaurant,8156,-78.77695631,35.91424375,M
2663295,04092011376,Conference Dining Services Facility,3000 New Bern AVE,,RALEIGH,NC,27610,(919) 350-8190,1993/10/21 04:00:00+00,Restaurant,8161,-78.58796297,35.78391423,M
2663296,04092021308,Food Runners Collaborative,1001 Blair DR ,,RALEIGH,NC,27603,(919) 856-1823,2005/02/08 05:00:00+00,Food Stand,8170,-78.6633093,35.76445694,M
2663297,04092014264,Subway 10949,2859 Wendell BLVD ,,WENDELL,NC,27591,(919) 365-4005,2005/03/04 05:00:00+00,Restaurant,8174,-78.37990993,35.79443628,M
2663298,04092014194,El Paseo,3027-113 Capital BLVD ,,RALEIGH,NC,27604-3387,(919) 954-8518,2004/11/18 05:00:00+00,Restaurant,8155,-78.5915988,35.82107282,M
2663299,04092300183,Food Lion #90 Meat Market,4317 Falls of Neuse RD,,RALEIGH,NC,27609,(919) 872-5376,2000/07/01 04:00:00+00,Meat Market,8175,-78.61339277,35.84095998,M
2663300,04092030563,T-N-T Fish & Chicken (WCID #861),10125 Division  DR ,,RALEIGH,NC,27603,(984) 219-1531,2022/02/25 05:00:00+00,Mobile Food Units,8184,-78.7114342,35.63398295,M
2663301,04092016818,LOCKED & LOADED GRILL,305 MCCORMICK STREET,,GARNER,NC,27529,(919) 661-6688,2014/11/14 05:00:00+00,Restaurant,8186,-78.64232111,35.72321181,M
2663302,04092110122,Centennial Campus Middle Sch. Cafeteria,1900 MAIN CAMPUS DR ,,RALEIGH,NC,27606-3700,(919) 233-4217 ext. 21739,2000/07/21 04:00:00+00,Public School Lunchrooms,8205,-78.67973807,35.76281268,M
2663303,04092016815,TUPELO HONEY CAFE,425 OBERLIN ROAD,,RALEIGH,NC,27605,(919) 723-9353,2014/11/24 05:00:00+00,Restaurant,8235,-78.6638284,35.7899475,M
2663304,04092030482,Biscuit Haven (WCID #771),2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(919) 539-6022,2020/06/15 04:00:00+00,Mobile Food Units,8239,-78.63902655,35.752054,M
2663305,04092018232,Planet Smoothie,2808 ROGERS RD,101,WAKE FOREST,NC,27587,(984) 237-0016,2019/11/15 05:00:00+00,Restaurant,8254,-78.52660201,35.95272802,M
2663306,04092016431,KAI SUSHI & SAKE BAR,7713 LEADMINE  RD ,STE 11,RALEIGH,NC,27615,(919) 870-4923,2013/05/15 04:00:00+00,Restaurant,8258,-78.66044244,35.88617531,T
2663307,04092017619,STARBUCKS #29148,1101 PINE PLAZA DR ,,APEX,NC,27523,(919) 338-3360,2017/06/08 04:00:00+00,Restaurant,8262,-78.83026568,35.74675449,M
2663308,04092013163,Divots Grill,180 JAKE MAY DR,,WENDELL,NC,27591-9589,(919) 365-7337,2000/06/09 04:00:00+00,Restaurant,8282,-78.38670686,35.77109334,M
2663309,04092050019,Chesterbrook Academy Foodservice,130 TOWNE VILLAGE DR ,,CARY,NC,27513-8908,(919) 319-9622,2000/08/16 04:00:00+00,Private School Lunchrooms,8289,-78.83865108,35.78326671,M
2663310,04092020961,Food Lion #1484 Deli ,2420 WYCLIFF RD ,,RALEIGH,NC,27607-2903,(919) 571-3638,2000/07/01 04:00:00+00,Food Stand,8292,-78.692995,35.81676997,M
2663311,04092020959,Food Lion #1459 Deli,1508 BROAD ST ,,FUQUAY VARINA,NC,27526-8363,(919) 577-1000,2000/07/01 04:00:00+00,Food Stand,8290,-78.80356197,35.60352165,T
2663312,04092020984,Food Lion #669 Deli,405 S Main St,,ROLESVILLE,NC,27571-9664,(919) 554-4018,2000/07/01 04:00:00+00,Food Stand,8293,-78.46472721,35.91731538,T
2663313,04092020982,Food Lion #815 Deli ,2837 WENDELL Blv ,,WENDELL,NC,27591-6904,(919) 365-3002,2000/07/01 04:00:00+00,Food Stand,8294,-78.38037181,35.79568777,M
2663314,04092110146,Highcroft Elementary Cafeteria,5415 Highcroft Dr ,,CARY,NC,27519,(919) 460-3580,2004/07/12 04:00:00+00,Public School Lunchrooms,8299,-78.88408977,35.8007194,M
2663315,04092030119,Lonches San Luis (WCID #045),3800 New Bern AVE ,,RALEIGH,NC,27610,(919) 337-7949,2004/09/07 04:00:00+00,Mobile Food Units,8311,-78.57600249,35.79743532,M
2663316,04092014078,Chuck E Cheese,3501-131 Capital Blv,,RALEIGH,NC,27604,(919) 850-9241,2004/06/24 04:00:00+00,Restaurant,8296,-78.58559583,35.82850307,M
2663317,04092030333,DON BELL'S GRILL HOUSE (WCID # 606),4820 LANDOVER ARBOR PL ,,RALEIGH,NC,27616,(919) 266-4858,2017/06/05 04:00:00+00,Mobile Food Units,8327,-78.52358738,35.85256827,M
2663318,04092015353,HIBACHI JAPAN #2,4001 WAKE FOREST  RD ,,RALEIGH,NC,27609,(919) 878-8880,2009/03/09 04:00:00+00,Restaurant,8331,-78.61511172,35.8362139,M
2663319,04092016687,PLAZA DEL MARIACHI,411 W Gannon AVE ,,ZEBULON,NC,27597,(919) 269-4464,2014/04/30 04:00:00+00,Restaurant,8336,-78.32295686,35.82026636,M
2663320,04092021298,Super Target #1932 (Deli & Starbucks),1201 Beaver Creek Commons Dr ,,APEX,NC,27502,(919) 372-1405,2004/11/05 04:00:00+00,Food Stand,8342,-78.87777438,35.74487977,M
2663321,04092010686,Saint Mary's School Dining ,900 HILLSBOROUGH ST ,,RALEIGH,NC,27603-1610,(919) 424-4093,1991/03/19 04:00:00+00,Restaurant,8346,-78.65261406,35.78272295,M
2663322,04092021004,Food Lion #938 Deli ,517 N MAIN ST ,,HOLLY SPRINGS,NC,27540-9397,(919) 557-1175,2000/07/01 04:00:00+00,Food Stand,8360,-78.83687096,35.65966057,M
2663323,04092020999,Food Lion #1496 Deli ,1777 W Williams ST ,,APEX,NC,27502,(919) 392-1986,2000/12/31 05:00:00+00,Food Stand,8361,-78.87770701,35.75964934,M
2663324,04092017726,Whole Foods Market #10611 Meat/Seafood,5055 Arco ST ,,CARY,NC,27519,(984) 228-0300,2017/11/03 04:00:00+00,Restaurant,8378,-78.88191924,35.83347908,M
2663325,04092017728,Whole Foods Market #10611 Specialty,5055 Arco ST ,,CARY,NC,27519,(984) 228-0300,2017/11/03 04:00:00+00,Restaurant,8379,-78.88191924,35.83347908,M
2663326,04092017719,Glenwood Social Club,510-101 Glenwood AVE ,,RALEIGH,NC,27603,(919) 758-8851,2017/10/26 04:00:00+00,Restaurant,8373,-78.64718,35.78663007,M
2663327,04092016686,ALPACA PERUVIAN CHARCOAL CHICKEN,9575 CHAPEL HILL  RD ,,MORRISVILLE,NC,27560,(919) 378-9259,2014/04/28 04:00:00+00,Restaurant,8381,-78.81120699,35.8045716,M
2663328,04092021082,Han-Dee Hugo's #46,1920 ROCK QUARRY RD ,,RALEIGH,NC,27610-4154,(919) 836-8780,1991/04/02 04:00:00+00,Food Stand,8384,-78.61289896,35.75413691,M
2663329,04092030475,Walking Crab (WCID #764),10012 CAPITAL BLVD,,WAKE FOREST,NC,27587-7786,(919) 977-3515,2020/04/09 04:00:00+00,Mobile Food Units,8397,-78.54484847,35.91917418,M
2663330,04092015951,MOJO'S GRILL,2648 TIMBER DR ,,GARNER,NC,27529,(919) 662-1115,2011/04/28 04:00:00+00,Restaurant,8400,-78.63679241,35.71604965,M
2663331,04092018684,Paragon Theaters,1140 Parkside Main ST ,,CARY,NC,27519,(919) 234-5200,2021/07/28 04:00:00+00,Restaurant,8413,-78.88929435,35.84836238,M
2663332,04092014196,Buffalo Wild Wings # 113,148 Shenstone BLVD ,,GARNER,NC,27529,(919) 661-5238,2004/12/03 05:00:00+00,Restaurant,8421,-78.58054205,35.69110315,M
2663333,04092017810,Cafe Capistrano,"8471   Garvey  St, Ste 113",,RALEIGH,NC,27616,(919) 872-1127,2018/03/23 04:00:00+00,Restaurant,8415,-78.56786149,35.89607573,M
2663334,04092013210,Salsa Fresh Restaurant,9650 STRICKLAND RD ,,RALEIGH,NC,27615-1902,(919) 870-1107,2000/09/25 04:00:00+00,Restaurant,8430,-78.65677159,35.90420107,T
2663335,04092300163,Food Lion #1573 Meat Market,3926 WESTERN BLVD ,,RALEIGH,NC,27606-1937,(919) 664-8059,2000/07/01 04:00:00+00,Meat Market,8434,-78.69252351,35.78576143,M
2663336,04092016130,HIGHGROVE ESTATE,1613  S MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 552-6154,2012/03/07 05:00:00+00,Restaurant,8447,-78.80703781,35.55650194,M
2663337,04092300166,Food Lion #572 Meat Market ,8320-120 LITCHFORD RD ,,RALEIGH,NC,27615-2464,(919) 790-8146,2000/07/01 04:00:00+00,Meat Market,8435,-78.6010328,35.89310541,M
2663338,04092016135,LOS TRES MAGUEYES,10120 GREEN LEVEL CHURCH  RD ,,CARY,NC,27519,(919) 967-5444,2012/03/16 04:00:00+00,Restaurant,8453,-78.90107787,35.82060358,M
2663339,04092017229,CAFE SAGE @HOLIDAY INN CARY,5630 DILLARD DR ,,CARY,NC,27518,(919) 851-1220,2016/05/26 04:00:00+00,Restaurant,8494,-78.73628587,35.75553675,M
2663340,04092014223,Manchesters Bar and Grill,9101-153 Leesville Road,,RALEIGH,NC,27613,(919) 676-3310,2005/01/07 05:00:00+00,Restaurant,8457,-78.7231695,35.89661733,M
2663341,04092016814,HARRIS TEETER #104 STARBUCKS,4093 DAVIS DRIVE,,MORRISVILLE,NC,27560,(919) 380-0354,2014/11/19 05:00:00+00,Restaurant,8530,-78.85811603,35.8356265,M
2663342,04092025255,Harris Teeter Meat/Seafood #498,1371 E Broad ST ,,FUQUAY-VARINA,NC,27526,(919) 567-7423,2019/04/18 04:00:00+00,Food Stand,8532,-78.77604319,35.59548799,M
